soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,Loss Prevention Managers,15790,"Verify correct use and maintenance of physical security systems, such as closed-circuit television, merchandise tags, and burglar alarms.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15783,"Provide recommendations and solutions in crisis situations such as workplace violence, protests, and demonstrations.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15803,Analyze retail data to identify current or emerging trends in theft or fraud.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15802,"Assess security needs across locations to ensure proper deployment of loss prevention resources, such as staff and technology.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15799,"Develop and maintain partnerships with federal, state, or local law enforcement agencies or members of the retail loss prevention community.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15796,Maintain documentation of all loss prevention activity.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15784,Monitor and review paperwork procedures and systems to prevent error-related shortages.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15801,Collaborate with law enforcement to investigate and solve external theft or fraud cases.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15804,"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15797,Coordinate theft and fraud investigations involving career criminals or organized group activities.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15788,Advise retail establishments on development of loss-investigation procedures.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15787,"Direct installation of covert surveillance equipment, such as security cameras.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15785,"Maintain databases such as bad check logs, reports on multiple offenders, and alarm activation lists.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15782,Perform cash audits and deposit investigations to fully account for store cash.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15857,"Coordinate on-site activities for environmental cleanup or remediation projects to ensure compliance with environmental laws, standards, regulations, or other requirements.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15850,Estimate costs for environmental cleanup and remediation of land redevelopment projects.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15847,Inspect sites to assess environmental damage or monitor cleanup progress.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15843,"Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15849,Identify environmental contamination sources.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15848,"Plan or implement brownfield redevelopment projects to ensure safety, quality, and compliance with applicable standards or requirements.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15839,Review or evaluate environmental remediation project proposals.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15844,Negotiate contracts for services or materials needed for environmental remediation.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15859,Conduct feasibility or cost-benefit studies for environmental remediation projects.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15846,"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15852,Design or implement plans for surface or ground water remediation.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15855,Design or conduct environmental restoration studies.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15856,Coordinate the disposal of hazardous waste.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15845,"Prepare and submit permit applications for demolition, cleanup, remediation, or construction projects.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15860,Develop or implement plans for the sustainable regeneration of brownfield sites to ensure regeneration of a wider area by providing environmental protection or economic and social benefits.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15858,"Conduct quantitative risk assessments for human health, environmental, or other risks.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15840,Review or evaluate designs for contaminant treatment or disposal facilities.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15854,"Design or implement measures to improve the water, air, and soil quality of military test sites, abandoned mine land, or other contaminated sites.",Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15853,Design or implement plans for structural demolition and debris removal.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15841,Provide training on hazardous material or waste cleanup procedures and technologies.,Core,25.0,07/2013,Occupational Expert,Management Occupations
11-0000,Brownfield Redevelopment Specialists and Site Managers,15851,Develop or implement plans for revegetation of brownfield sites.,Core,25.0,07/2013,Occupational Expert,Management Occupations
