,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
1142,11-0000,Investment Fund Managers,15665,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,Core,80.0,07/2014,Incumbent,Management Occupations
1143,11-0000,Investment Fund Managers,15660,Prepare for and respond to regulatory inquiries.,Core,81.0,07/2014,Incumbent,Management Occupations
1144,11-0000,Investment Fund Managers,15674,"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",Core,81.0,07/2014,Incumbent,Management Occupations
1145,11-0000,Investment Fund Managers,15662,Hire or evaluate staff.,Core,81.0,07/2014,Incumbent,Management Occupations
1146,11-0000,Investment Fund Managers,15670,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,Core,81.0,07/2014,Incumbent,Management Occupations
1147,11-0000,Investment Fund Managers,15673,Develop or direct development of offering documents or marketing materials.,Core,81.0,07/2014,Incumbent,Management Occupations
1148,11-0000,Investment Fund Managers,15677,Analyze acquisitions to ensure conformance with strategic goals or regulatory requirements.,Supplemental,79.0,07/2014,Incumbent,Management Occupations
1149,11-0000,Investment Fund Managers,15661,Verify regulatory compliance of transaction reporting.,Supplemental,79.0,07/2014,Incumbent,Management Occupations
1150,11-0000,Investment Fund Managers,15666,Review offering documents or marketing materials to ensure regulatory compliance.,Supplemental,80.0,07/2014,Incumbent,Management Occupations
1151,11-0000,Investment Fund Managers,15672,Identify group or individual target investors for a specific fund.,Supplemental,81.0,07/2014,Incumbent,Management Occupations
1152,11-0000,Investment Fund Managers,15663,Direct activities of accounting or operations departments.,Supplemental,81.0,07/2014,Incumbent,Management Occupations
1153,11-0000,Supply Chain Managers,15694,Confer with supply chain planners to forecast demand or create supply plans that ensure availability of materials or products.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1154,11-0000,Supply Chain Managers,15687,Monitor forecasts and quotas to identify changes or to determine their effect on supply chain activities.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1155,11-0000,Supply Chain Managers,15695,"Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1156,11-0000,Supply Chain Managers,15696,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1157,11-0000,Supply Chain Managers,15700,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1158,11-0000,Supply Chain Managers,15685,"Negotiate prices and terms with suppliers, vendors, or freight forwarders.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1159,11-0000,Supply Chain Managers,15688,"Meet with suppliers to discuss performance metrics, to provide performance feedback, or to discuss production forecasts or changes.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1160,11-0000,Supply Chain Managers,15689,Implement new or improved supply chain processes.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1161,11-0000,Supply Chain Managers,15701,"Design or implement supply chains that support business strategies adapted to changing market conditions, new business opportunities, or cost reduction strategies.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1162,11-0000,Supply Chain Managers,15699,"Manage activities related to strategic or tactical purchasing, material requirements planning, inventory control, warehousing, or receiving.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1163,11-0000,Supply Chain Managers,15686,Monitor supplier performance to assess ability to meet quality and delivery requirements.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1164,11-0000,Supply Chain Managers,15698,"Participate in the coordination of engineering changes, product line extensions, or new product launches to ensure orderly and timely transitions in material or production flow.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1165,11-0000,Supply Chain Managers,15697,Analyze information about supplier performance or procurement program success.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1166,11-0000,Supply Chain Managers,15680,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1167,11-0000,Supply Chain Managers,15690,"Collaborate with other departments, such as procurement, engineering, and quality assurance, to identify or qualify new suppliers.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1168,11-0000,Supply Chain Managers,15692,Develop or implement procedures or systems to evaluate or select suppliers.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1169,11-0000,Supply Chain Managers,15691,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1170,11-0000,Supply Chain Managers,15682,Develop material costs forecasts or standard cost lists.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1171,11-0000,Supply Chain Managers,15683,"Assess appropriate material handling equipment needs and staffing levels to load, unload, move, or store materials.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1172,11-0000,Supply Chain Managers,15693,Design or implement plant warehousing strategies for production materials or finished products.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1173,11-0000,Supply Chain Managers,15684,Appraise vendor manufacturing ability through on-site visits and measurements.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1174,11-0000,Supply Chain Managers,15681,Diagram supply chain models to help facilitate discussions with customers.,Supplemental,27.0,06/2010,Occupational Expert,Management Occupations
1175,11-0000,Supply Chain Managers,19539,"Conduct or oversee the conduct of life cycle analyses to determine the environmental impacts of products, processes, or systems.",,,07/2011,Analyst,Management Occupations
1176,11-0000,Supply Chain Managers,19540,Design or implement supply chains that support environmental policies.,,,07/2011,Analyst,Management Occupations
1177,11-0000,Supply Chain Managers,19541,"Design, implement, or oversee product take back or reverse logistics programs to ensure products are recycled, reused, or responsibly disposed.",,,07/2011,Analyst,Management Occupations
1178,11-0000,Supply Chain Managers,19542,"Evaluate and select information or other technology solutions to improve tracking and reporting of materials or products distribution, storage, or inventory.",,,07/2011,Analyst,Management Occupations
